meshfile,resultsfile,residualfile,cellresfile,dg_resultsfile,dg_p_order,dg_ndof,rho_min,rho_max,p_min,p_max,mach_min,mach_max,entropy_min,entropy_max,residual_initial,residual_final,residual_points,cell_residual_min,cell_residual_max,c_x,c_y,case,output_dir
grids/128k.gri,data_steady/steady_128k_p0_results.bin,data_steady/steady_128k_p0_residual.bin,data_steady/steady_128k_p0_cell_res.bin,data_steady/steady_128k_p0_results_dg.bin,0,1,0.7202011448128441,0.9995048955790585,0.4527863665353311,0.7147818558361948,0.006072883470070018,0.8101917988004036,-0.3364722365615407,-0.33182690094084183,30.49298188391089,0.41478786999322353,24001,9.083436522203876e-08,1.207770995033039e-05,0.8673795989653774,0.7510106427088693,steady_128k_p0,report_figures\02_processed_cases\steady_128k_p0
