meshfile,resultsfile,residualfile,cellresfile,dg_resultsfile,dg_p_order,dg_ndof,rho_min,rho_max,p_min,p_max,mach_min,mach_max,entropy_min,entropy_max,residual_initial,residual_final,residual_points,cell_residual_min,cell_residual_max,c_x,c_y,case,output_dir
grids/32k.gri,data_steady/steady_32k_p0_results.bin,data_steady/steady_32k_p0_residual.bin,data_steady/steady_32k_p0_cell_res.bin,data_steady/steady_32k_p0_results_dg.bin,0,1,0.7273763175006007,0.9991743189995808,0.46030650459526656,0.7151094969732326,0.014548468359116381,0.7853938165647456,-0.33647223661876485,-0.32921982174112463,30.492982697605633,0.0003048705268635668,37195,5.058320359796475e-10,3.969745754339726e-08,0.8694912407758569,0.7401943606576459,steady_32k_p0,report_figures\02_processed_cases\steady_32k_p0
