be_index,elem,qpt,x,y,nx,ny,ds,p,cp,dFx,dFy
40,12,0,12.6192,4.76703,-0.817015,-0.576616,0.341541,0.479832,-46.8908,0.133894,0.0944973
40,12,1,12.8466,4.44482,-0.817015,-0.576616,0.341541,0.479832,-46.8908,0.133894,0.0944973
41,34,0,12.2573,5.24018,-0.78673,-0.617297,0.286246,0.475389,-47.7794,0.107057,0.0840007
41,34,1,12.4613,4.98015,-0.78673,-0.617297,0.286246,0.475389,-47.7794,0.107057,0.0840007
42,56,0,13.8252,2.818,-0.885738,-0.464185,0.379453,0.469549,-48.9474,0.157814,0.0827047
42,56,1,14.0285,2.42991,-0.885738,-0.464185,0.379453,0.469549,-48.9474,0.157814,0.0827047
43,73,0,14.1494,2.19368,-0.897122,-0.441783,0.248371,0.466594,-49.5384,0.103966,0.0511974
43,73,1,14.2761,1.93639,-0.897122,-0.441783,0.248371,0.466594,-49.5384,0.103966,0.0511974
44,90,0,15.5308,-0.995189,-0.93472,-0.355385,0.248287,0.463764,-50.1044,0.10763,0.0409212
44,90,1,15.6327,-1.26317,-0.93472,-0.355385,0.248287,0.463764,-50.1044,0.10763,0.0409212
45,46,0,15.7153,-1.48442,-0.938405,-0.345538,0.310526,0.463572,-50.1427,0.135084,0.0497406
45,46,1,15.8392,-1.8209,-0.938405,-0.345538,0.310526,0.463572,-50.1427,0.135084,0.0497406
46,18,0,17.0946,-5.60623,-0.956783,-0.290802,0.310487,0.476093,-47.6385,0.141433,0.0429866
46,18,1,17.1988,-5.94925,-0.956783,-0.290802,0.310487,0.476093,-47.6385,0.141433,0.0429866
47,43,0,17.2603,-6.153,-0.958176,-0.286179,0.193071,0.478337,-47.1898,0.0884905,0.0264296
47,43,1,17.3241,-6.36661,-0.958176,-0.286179,0.193071,0.478337,-47.1898,0.0884905,0.0264296
48,72,0,1.49148,16.922,-0.24487,0.969556,0.184292,0.686702,-5.51669,0.0309892,-0.122701
48,72,1,1.28516,16.8699,-0.24487,0.969556,0.184292,0.686702,-5.51669,0.0309892,-0.122701
49,69,0,1.88003,17.1161,-0.487974,0.872858,0.22736,0.681002,-6.65669,0.0755543,-0.135147
49,69,1,1.65088,16.988,-0.487974,0.872858,0.22736,0.681002,-6.65669,0.0755543,-0.135147
50,11,0,3.74125,18.1554,-0.438577,0.898694,0.428377,0.697292,-3.39865,0.131005,-0.268443
50,11,1,3.29671,17.9384,-0.438577,0.898694,0.428377,0.697292,-3.39865,0.131005,-0.268443
51,51,0,3.04949,17.8134,-0.474674,0.880161,0.227168,0.695879,-3.68141,0.075037,-0.139137
51,51,1,2.81862,17.6889,-0.474674,0.880161,0.227168,0.695879,-3.68141,0.075037,-0.139137
52,33,0,4.53256,18.4837,-0.368136,0.929772,0.428621,0.700009,-2.85539,0.110455,-0.278968
52,33,1,4.07239,18.3015,-0.368136,0.929772,0.428621,0.700009,-2.85539,0.110455,-0.278968
53,52,0,5.31196,18.724,-0.273362,0.961911,0.402675,0.701783,-2.50052,0.0772496,-0.271827
53,52,1,4.86471,18.5969,-0.273362,0.961911,0.402675,0.701783,-2.50052,0.0772496,-0.271827
54,53,0,6.10056,18.8846,-0.179665,0.983728,0.402715,0.702749,-2.30732,0.0508467,-0.278403
54,53,1,5.64311,18.8011,-0.179665,0.983728,0.402715,0.702749,-2.30732,0.0508467,-0.278403
55,31,0,6.88505,18.9622,-0.0758449,0.99712,0.392327,0.704054,-2.04633,0.0209498,-0.275424
55,31,1,6.43334,18.9278,-0.0758449,0.99712,0.392327,0.704054,-2.04633,0.0209498,-0.275424
56,32,0,7.66919,18.954,0.0335277,0.999438,0.392523,0.704652,-1.92671,-0.00927349,-0.276437
56,32,1,7.2162,18.9692,0.0335277,0.999438,0.392523,0.704652,-1.92671,-0.00927349,-0.276437
57,1,0,8.45974,18.8583,0.142759,0.989758,0.400168,0.70493,-1.87106,-0.0402708,-0.279201
57,1,1,8.00239,18.9243,0.142759,0.989758,0.400168,0.70493,-1.87106,-0.0402708,-0.279201
58,0,0,9.23825,18.676,0.250586,0.968094,0.400199,0.705265,-1.80411,-0.0707269,-0.273241
58,0,1,8.79088,18.7918,0.250586,0.968094,0.400199,0.705265,-1.80411,-0.0707269,-0.273241
59,29,0,10.0421,18.3799,0.368424,0.929658,0.436517,0.705244,-1.80829,-0.11342,-0.286196
59,29,1,9.57351,18.5656,0.368424,0.929658,0.436517,0.705244,-1.80829,-0.11342,-0.286196
60,28,0,10.8094,17.9661,0.502057,0.864835,0.436717,0.705046,-1.84802,-0.154586,-0.266287
60,28,1,10.3732,18.2193,0.502057,0.864835,0.436717,0.705046,-1.84802,-0.154586,-0.266287
61,9,0,11.3093,17.6158,0.603606,0.797283,0.27057,0.704835,-1.89013,-0.115112,-0.152048
61,9,1,11.0602,17.8044,0.603606,0.797283,0.27057,0.704835,-1.89013,-0.115112,-0.152048
62,48,0,12.4611,16.4783,0.754504,0.656296,0.270135,0.699897,-2.87767,-0.142652,-0.124084
62,48,1,12.2563,16.7136,0.754504,0.656296,0.270135,0.699897,-2.87767,-0.142652,-0.124084
63,16,0,12.8676,15.9684,0.787489,0.616328,0.341109,0.697431,-3.37101,-0.187344,-0.146625
63,16,1,12.6248,16.2786,0.787489,0.616328,0.341109,0.697431,-3.37101,-0.187344,-0.146625
64,15,0,14.0249,14.2824,0.840547,0.541739,0.34085,0.681975,-6.46206,-0.195386,-0.125928
64,15,1,13.8117,14.6133,0.840547,0.541739,0.34085,0.681975,-6.46206,-0.195386,-0.125928
65,38,0,14.4204,13.6511,0.849152,0.528148,0.38098,0.6754,-7.77722,-0.218499,-0.1359
65,38,1,14.188,14.0246,0.849152,0.528148,0.38098,0.6754,-7.77722,-0.218499,-0.1359
66,3,0,15.5888,11.6866,0.863701,0.504005,0.380957,0.639709,-14.9154,-0.210485,-0.122827
66,3,1,15.3671,12.0665,0.863701,0.504005,0.380957,0.639709,-14.9154,-0.210485,-0.122827
67,13,0,15.981,11.0112,0.865057,0.501673,0.393044,0.626676,-17.522,-0.213073,-0.123568
67,13,1,15.7533,11.4038,0.865057,0.501673,0.393044,0.626676,-17.522,-0.213073,-0.123568
68,37,0,17.395,8.54032,0.871795,0.489871,0.204443,0.574455,-27.9662,-0.102387,-0.0575321
68,37,1,17.2793,8.74612,0.871795,0.489871,0.204443,0.574455,-27.9662,-0.102387,-0.0575321
69,78,0,17.1961,8.89375,0.870378,0.492385,0.196523,0.580937,-26.6697,-0.0993691,-0.0562145
69,78,1,17.0844,9.09126,0.870378,0.492385,0.196523,0.580937,-26.6697,-0.0993691,-0.0562145
70,88,0,0.400697,1.43981,0.909533,-0.415631,0.301211,0.661844,-10.4884,-0.18132,0.082858
70,88,1,0.545257,1.75615,0.909533,-0.415631,0.301211,0.661844,-10.4884,-0.18132,0.082858
71,8,0,0.644249,1.96429,0.894787,-0.446493,0.24418,0.659241,-11.0089,-0.144037,0.0718736
71,8,1,0.77014,2.21658,0.894787,-0.446493,0.24418,0.659241,-11.0089,-0.144037,0.0718736
72,49,0,0.165615,17.3889,0.900991,0.433838,0.179196,0.7122,-0.417205,-0.114987,-0.0553677
72,49,1,0.0758469,17.5754,0.900991,0.433838,0.179196,0.7122,-0.417205,-0.114987,-0.0553677
73,67,0,0.420339,17.1012,0.703371,0.710823,0.19788,0.716109,0.364653,-0.0996701,-0.100726
73,67,1,0.257922,17.2619,0.703371,0.710823,0.19788,0.716109,0.364653,-0.0996701,-0.100726
74,71,0,1.13168,16.8569,0.0776983,0.996977,0.185008,0.701105,-2.63608,-0.0100783,-0.129318
74,71,1,0.918696,16.8735,0.0776983,0.996977,0.185008,0.701105,-2.63608,-0.0100783,-0.129318
75,68,0,0.764461,16.914,0.410991,0.911639,0.197968,0.712621,-0.332847,-0.0579811,-0.128611
75,68,1,0.556066,17.008,0.410991,0.911639,0.197968,0.712621,-0.332847,-0.0579811,-0.128611
76,63,0,18.0977,-9.12635,-0.967731,-0.251986,0.193081,0.494669,-43.9233,0.0924294,0.0240676
76,63,1,18.1539,-9.34211,-0.967731,-0.251986,0.193081,0.494669,-43.9233,0.0924294,0.0240676
77,26,0,17.999,-8.75304,-0.966478,-0.256751,0.193075,0.491788,-44.4996,0.0917689,0.024379
77,26,1,18.0562,-8.96851,-0.966478,-0.256751,0.193075,0.491788,-44.4996,0.0917689,0.024379
78,104,0,18.1846,7.108,0.878682,0.477408,0.204443,0.556067,-31.6437,-0.0998921,-0.0542736
78,104,1,18.0719,7.31543,0.878682,0.477408,0.204443,0.556067,-31.6437,-0.0998921,-0.0542736
79,97,0,17.9891,7.46713,0.876928,0.480621,0.204444,0.558799,-31.0973,-0.100183,-0.0549077
79,97,1,17.8756,7.67415,0.876928,0.480621,0.204444,0.558799,-31.0973,-0.100183,-0.0549077
80,17,0,2.0031,4.16127,0.781354,-0.624088,0.304533,0.641364,-14.5843,-0.152611,0.121895
80,17,1,2.22256,4.43602,0.781354,-0.624088,0.304533,0.641364,-14.5843,-0.152611,0.121895
81,62,0,2.38823,4.63295,0.748573,-0.663052,0.304564,0.638545,-15.1482,-0.145581,0.128949
81,62,1,2.62142,4.89621,0.748573,-0.663052,0.304564,0.638545,-15.1482,-0.145581,0.128949
82,83,0,3.58372,5.83458,0.64323,-0.765673,0.250635,0.628443,-17.1685,-0.101315,0.120601
82,83,1,3.80532,6.02073,0.64323,-0.765673,0.250635,0.628443,-17.1685,-0.101315,0.120601
83,84,0,3.97083,6.15294,0.604581,-0.796544,0.25072,0.624638,-17.9296,-0.0946827,0.124746
83,84,1,4.20144,6.32797,0.604581,-0.796544,0.25072,0.624638,-17.9296,-0.0946827,0.124746
84,75,0,11.4867,6.08661,-0.70934,-0.704866,0.286543,0.485975,-45.6622,0.0987775,0.0981544
84,75,1,11.7199,5.85191,-0.70934,-0.704866,0.286543,0.485975,-45.6622,0.0987775,0.0981544
85,35,0,11.885,5.67499,-0.752153,-0.658988,0.286268,0.484269,-46.0034,0.104271,0.091356
85,35,1,12.1029,5.42637,-0.752153,-0.658988,0.286268,0.484269,-46.0034,0.104271,0.091356
86,54,0,13.024,4.17744,-0.846044,-0.533113,0.41792,0.470701,-48.717,0.16643,0.104871
86,54,1,13.2813,3.76916,-0.846044,-0.533113,0.41792,0.470701,-48.717,0.16643,0.104871
87,55,0,13.4548,3.48032,-0.869207,-0.494448,0.379466,0.470791,-48.699,0.155283,0.0883327
87,55,1,13.6714,3.09946,-0.869207,-0.494448,0.379466,0.470791,-48.699,0.155283,0.0883327
88,82,0,14.7796,0.843493,-0.917699,-0.397277,0.248356,0.463822,-50.0927,0.105712,0.0457635
88,82,1,14.8935,0.580318,-0.917699,-0.397277,0.248356,0.463822,-50.0927,0.105712,0.0457635
89,79,0,14.9756,0.387147,-0.922842,-0.385179,0.248291,0.464149,-50.0272,0.106352,0.0443896
89,79,1,15.0861,0.122566,-0.922842,-0.385179,0.248291,0.464149,-50.0272,0.106352,0.0443896
90,92,0,16.3369,-3.24075,-0.948331,-0.317284,0.310523,0.466998,-49.4576,0.137521,0.0460105
90,92,1,16.4506,-3.58078,-0.948331,-0.317284,0.310523,0.466998,-49.4576,0.137521,0.0460105
91,96,0,16.5329,-3.83003,-0.950906,-0.309481,0.310488,0.46944,-48.9691,0.1386,0.0451086
91,96,1,16.6438,-4.17095,-0.950906,-0.309481,0.310488,0.46944,-48.9691,0.1386,0.0451086
92,70,0,2.263,17.3592,-0.548572,0.836103,0.226788,0.687686,-5.31999,0.0855548,-0.130398
92,70,1,2.04405,17.2156,-0.548572,0.836103,0.226788,0.687686,-5.31999,0.0855548,-0.130398
93,50,0,2.65149,17.5944,-0.509547,0.860443,0.22719,0.693195,-4.2181,0.080247,-0.135508
93,50,1,2.42576,17.4608,-0.509547,0.860443,0.22719,0.693195,-4.2181,0.080247,-0.135508
94,10,0,11.7187,17.2626,0.666051,0.745906,0.270512,0.703349,-2.18727,-0.126726,-0.141919
94,10,1,11.4857,17.4706,0.666051,0.745906,0.270512,0.703349,-2.18727,-0.126726,-0.141919
95,47,0,12.1017,16.8815,0.715592,0.698519,0.270162,0.702087,-2.43977,-0.135732,-0.132493
95,47,1,11.8837,17.1047,0.715592,0.698519,0.270162,0.702087,-2.43977,-0.135732,-0.132493
96,39,0,13.2694,15.4173,0.813436,0.581654,0.341072,0.693126,-4.23197,-0.192301,-0.137506
96,39,1,13.0403,15.7377,0.813436,0.581654,0.341072,0.693126,-4.23197,-0.192301,-0.137506
97,59,0,13.6533,14.8539,0.829785,0.558084,0.340857,0.688051,-5.24687,-0.194607,-0.130886
97,59,1,13.4336,15.1805,0.829785,0.558084,0.340857,0.688051,-5.24687,-0.194607,-0.130886
98,58,0,14.8158,12.9997,0.856316,0.516452,0.380976,0.664322,-9.9928,-0.216725,-0.130709
98,58,1,14.5886,13.3764,0.856316,0.516452,0.380976,0.664322,-9.9928,-0.216725,-0.130709
99,40,0,15.2042,12.3443,0.861358,0.507999,0.380957,0.654776,-11.902,-0.214858,-0.126716
99,40,1,14.9807,12.7232,0.861358,0.507999,0.380957,0.654776,-11.902,-0.214858,-0.126716
100,2,0,16.3747,10.3308,0.865728,0.500515,0.393044,0.612816,-20.294,-0.208522,-0.120556
100,2,1,16.1475,10.7237,0.865728,0.500515,0.393044,0.612816,-20.294,-0.208522,-0.120556
101,60,0,16.7663,9.64922,0.867362,0.497678,0.393048,0.59874,-23.1092,-0.204119,-0.11712
101,60,1,16.5405,10.0429,0.867362,0.497678,0.393048,0.59874,-23.1092,-0.204119,-0.11712
102,107,0,0.0706896,0.500626,0.965932,-0.258795,0.243385,0.669451,-8.96687,-0.157383,0.0421666
102,107,1,0.14342,0.772088,0.965932,-0.258795,0.243385,0.669451,-8.96687,-0.157383,0.0421666
103,44,0,18.4744,-10.6244,-0.972431,-0.233189,0.193084,0.511518,-40.5536,0.096043,0.0230311
103,44,1,18.5264,-10.8412,-0.972431,-0.233189,0.193084,0.511518,-40.5536,0.096043,0.0230311
104,66,0,18.3829,-10.2492,-0.971305,-0.237835,0.193084,0.506115,-41.6341,0.0949184,0.0232419
104,66,1,18.436,-10.4657,-0.971305,-0.237835,0.193084,0.506115,-41.6341,0.0949184,0.0232419
105,99,0,18.5718,6.38775,0.881851,0.471527,0.204445,0.550515,-32.7542,-0.0992522,-0.0530703
105,99,1,18.4605,6.59593,0.881851,0.471527,0.204445,0.550515,-32.7542,-0.0992522,-0.0530703
106,105,0,18.3788,6.74819,0.880312,0.474395,0.204445,0.552483,-32.3606,-0.0994335,-0.0535841
106,105,1,18.2668,6.95601,0.880312,0.474395,0.204445,0.552483,-32.3606,-0.0994335,-0.0535841
107,85,0,1.10253,2.82655,0.858802,-0.512308,0.244231,0.651446,-12.5679,-0.136638,0.0815099
107,85,1,1.24701,3.06874,0.858802,-0.512308,0.244231,0.651446,-12.5679,-0.136638,0.0815099
108,25,0,0.865548,2.39957,0.878377,-0.477968,0.244188,0.65543,-11.7712,-0.140583,0.0764978
108,25,1,1.00032,2.64724,0.878377,-0.477968,0.244188,0.65543,-11.7712,-0.140583,0.0764978
109,61,0,14.3671,1.74723,-0.90492,-0.425582,0.248371,0.464599,-49.9373,0.104421,0.0491091
109,61,1,14.4892,1.4877,-0.90492,-0.425582,0.248371,0.464599,-49.9373,0.104421,0.0491091
110,81,0,14.577,1.297,-0.911752,-0.410741,0.248361,0.46498,-49.8611,0.105292,0.0474335
110,81,1,14.6948,1.03553,-0.911752,-0.410741,0.248361,0.46498,-49.8611,0.105292,0.0474335
111,41,0,15.3507,-0.532436,-0.931136,-0.364671,0.248286,0.462839,-50.2894,0.107003,0.0419067
111,41,1,15.4552,-0.799389,-0.931136,-0.364671,0.248286,0.462839,-50.2894,0.107003,0.0419067
112,80,0,15.1658,-0.0715809,-0.927239,-0.37447,0.248289,0.463371,-50.1829,0.106679,0.0430829
112,80,1,15.2731,-0.33742,-0.927239,-0.37447,0.248289,0.463371,-50.1829,0.106679,0.0430829
113,91,0,15.9286,-2.0677,-0.942106,-0.335315,0.310526,0.464548,-49.9476,0.135903,0.0483706
113,91,1,16.0488,-2.40551,-0.942106,-0.335315,0.310526,0.464548,-49.9476,0.135903,0.0483706
114,64,0,16.1356,-2.65323,-0.945405,-0.325897,0.31052,0.46582,-49.6932,0.136749,0.0471398
114,64,1,16.2525,-2.99221,-0.945405,-0.325897,0.31052,0.46582,-49.6932,0.136749,0.0471398
115,19,0,17.5865,-7.26457,-0.961606,-0.274434,0.193074,0.482887,-46.2798,0.0896532,0.0255863
115,19,1,17.6477,-7.47895,-0.961606,-0.274434,0.193074,0.482887,-46.2798,0.0896532,0.0255863
116,6,0,17.6921,-7.63599,-0.962792,-0.270243,0.193075,0.484999,-45.8574,0.0901569,0.0253058
116,6,1,17.7524,-7.85064,-0.962792,-0.270243,0.193075,0.484999,-45.8574,0.0901569,0.0253058
117,22,0,16.9112,-5.01294,-0.95506,-0.296413,0.310487,0.474177,-48.0217,0.140609,0.0436396
117,22,1,17.0175,-5.35534,-0.95506,-0.296413,0.310487,0.474177,-48.0217,0.140609,0.0436396
118,23,0,16.7242,-4.42081,-0.953129,-0.302564,0.310488,0.47103,-48.6511,0.139395,0.0442497
118,23,1,16.8326,-4.76253,-0.953129,-0.302564,0.310488,0.47103,-48.6511,0.139395,0.0442497
119,14,0,17.5943,8.18329,0.87355,0.486735,0.204445,0.568362,-29.1848,-0.101505,-0.0565579
119,14,1,17.4794,8.38951,0.87355,0.486735,0.204445,0.568362,-29.1848,-0.101505,-0.0565579
120,98,0,17.7923,7.82555,0.875248,0.483674,0.204444,0.563121,-30.2329,-0.100764,-0.0556837
120,98,1,17.6781,8.03217,0.875248,0.483674,0.204444,0.563121,-30.2329,-0.100764,-0.0556837
121,77,0,17.0024,9.23574,0.869067,0.494695,0.196523,0.586296,-25.598,-0.100134,-0.0569991
121,77,1,16.8901,9.43295,0.869067,0.494695,0.196523,0.586296,-25.598,-0.100134,-0.0569991
122,102,0,0.207603,0.967089,0.930788,-0.365559,0.24311,0.661389,-10.5794,-0.149662,0.0587783
122,102,1,0.310223,1.22838,0.930788,-0.365559,0.24311,0.661389,-10.5794,-0.149662,0.0587783
123,45,0,18.6516,-11.3761,-0.974936,-0.222485,0.193083,0.526737,-37.5097,0.0991547,0.0226276
123,45,1,18.7012,-11.5934,-0.974936,-0.222485,0.193083,0.526737,-37.5097,0.0991547,0.0226276
124,20,0,18.564,-11,-0.973667,-0.227975,0.193086,0.517831,-39.2909,0.0973528,0.0227943
124,20,1,18.6149,-11.2171,-0.973667,-0.227975,0.193086,0.517831,-39.2909,0.0973528,0.0227943
125,42,0,17.3705,-6.52308,-0.959291,-0.28242,0.193072,0.479766,-46.9039,0.0888586,0.0261604
125,42,1,17.4335,-6.73695,-0.959291,-0.28242,0.193072,0.479766,-46.9039,0.0888586,0.0261604
126,7,0,17.4793,-6.8936,-0.960437,-0.278499,0.193074,0.48113,-46.6311,0.0892184,0.0258708
126,7,1,17.5414,-7.10772,-0.960437,-0.278499,0.193074,0.48113,-46.6311,0.0892184,0.0258708
127,89,0,18.1946,-9.50016,-0.968978,-0.247146,0.193082,0.498119,-43.2334,0.0931941,0.02377
127,89,1,18.2497,-9.71619,-0.968978,-0.247146,0.193082,0.498119,-43.2334,0.0931941,0.02377
128,65,0,18.2897,-9.87444,-0.970175,-0.242404,0.19308,0.502087,-42.4398,0.0940515,0.0234993
128,65,1,18.3437,-10.0907,-0.970175,-0.242404,0.19308,0.502087,-42.4398,0.0940515,0.0234993
129,27,0,17.8984,-8.38022,-0.965234,-0.261385,0.193075,0.489511,-44.9549,0.0912263,0.0247041
129,27,1,17.9567,-8.59541,-0.965234,-0.261385,0.193075,0.489511,-44.9549,0.0912263,0.0247041
130,5,0,17.7961,-8.00787,-0.964004,-0.265888,0.193075,0.486857,-45.4858,0.0906161,0.0249934
130,5,1,17.8554,-8.22279,-0.964004,-0.265888,0.193075,0.486857,-45.4858,0.0906161,0.0249934
