be_index,elem,qpt,x,y,nx,ny,ds,p,cp,dFx,dFy
42,56,2,13.9867,2.50969,-0.885738,-0.464185,0.247459,0.471261,-48.6049,0.103293,0.0541321
42,56,3,14.0785,2.33453,-0.885738,-0.464185,0.131995,0.46241,-50.3751,0.0540616,0.0283319
43,73,0,14.1182,2.25692,-0.897122,-0.441783,0.086397,0.455968,-51.6636,0.0353415,0.0174037
43,73,1,14.1754,2.14079,-0.897122,-0.441783,0.161974,0.464127,-50.0317,0.0674425,0.0332117
43,73,2,14.25,1.98928,-0.897122,-0.441783,0.161974,0.466189,-49.6192,0.0677422,0.0333592
43,73,3,14.3072,1.87316,-0.897122,-0.441783,0.086397,0.461215,-50.6142,0.0357482,0.017604
44,90,0,15.5058,-0.929328,-0.93472,-0.355385,0.0863677,0.456036,-51.6499,0.0368156,0.0139975
44,90,1,15.5518,-1.05028,-0.93472,-0.355385,0.161919,0.459461,-50.9649,0.0695389,0.026439
44,90,2,15.6118,-1.20808,-0.93472,-0.355385,0.161919,0.460195,-50.8182,0.06965,0.0264812
44,90,3,15.6577,-1.32903,-0.93472,-0.355385,0.0863677,0.457898,-51.2775,0.036966,0.0140546
45,46,0,15.6849,-1.40172,-0.938405,-0.345538,0.108018,0.456015,-51.6541,0.0462238,0.0170205
45,46,1,15.7408,-1.55359,-0.938405,-0.345538,0.202508,0.460498,-50.7575,0.0875105,0.032223
45,46,2,15.8138,-1.75173,-0.938405,-0.345538,0.202508,0.461233,-50.6106,0.0876501,0.0322744
45,46,3,15.8697,-1.90359,-0.938405,-0.345538,0.108018,0.457879,-51.2814,0.0464127,0.01709
46,18,0,17.0689,-5.52192,-0.956783,-0.290802,0.108005,0.471018,-48.6536,0.0486736,0.0147937
46,18,1,17.116,-5.67674,-0.956783,-0.290802,0.202483,0.474021,-48.0529,0.0918332,0.0279115
46,18,2,17.1774,-5.87874,-0.956783,-0.290802,0.202483,0.475239,-47.8094,0.092069,0.0279832
46,18,3,17.2245,-6.03356,-0.956783,-0.290802,0.108005,0.474106,-48.0359,0.0489927,0.0148907
47,43,0,17.2447,-6.1005,-0.958176,-0.286179,0.0671608,0.473771,-48.1029,0.0304881,0.0091059
47,43,1,17.2735,-6.19691,-0.958176,-0.286179,0.125911,0.47559,-47.7392,0.0573773,0.0171369
47,43,2,17.311,-6.3227,-0.958176,-0.286179,0.125911,0.47655,-47.5471,0.0574932,0.0171715
47,43,3,17.3398,-6.41911,-0.958176,-0.286179,0.0671608,0.476207,-47.6158,0.0306448,0.00915271
48,72,0,1.54219,16.9349,-0.24487,0.969556,0.0641069,0.680977,-6.66179,0.0106899,-0.0423263
48,72,1,1.44907,16.9113,-0.24487,0.969556,0.120185,0.685177,-5.82175,0.0201646,-0.0798411
48,72,2,1.32757,16.8807,-0.24487,0.969556,0.120185,0.682199,-6.41731,0.0200769,-0.0794941
48,72,3,1.23445,16.8571,-0.24487,0.969556,0.0641069,0.673377,-8.18181,0.0105706,-0.0418539
49,69,0,1.93635,17.1476,-0.487974,0.872858,0.0790883,0.686165,-5.62421,0.0264812,-0.0473679
49,69,1,1.83292,17.0898,-0.487974,0.872858,0.148272,0.689213,-5.01456,0.0498664,-0.0891981
49,69,2,1.69798,17.0143,-0.487974,0.872858,0.148272,0.683875,-6.08222,0.0494802,-0.0885072
49,69,3,1.59456,16.9565,-0.487974,0.872858,0.0790883,0.672394,-8.37828,0.0259497,-0.0464173
50,11,0,3.8505,18.2087,-0.438577,0.898694,0.149013,0.701872,-2.4827,0.0458699,-0.0939926
50,11,1,3.64986,18.1108,-0.438577,0.898694,0.279364,0.700632,-2.73082,0.0858431,-0.175902
50,11,2,3.38809,17.983,-0.438577,0.898694,0.279364,0.699867,-2.88372,0.0857494,-0.17571
50,11,3,3.18746,17.8851,-0.438577,0.898694,0.149013,0.699958,-2.86546,0.0457448,-0.0937363
51,51,0,3.10623,17.844,-0.474674,0.880161,0.0790213,0.699224,-3.01234,0.0262275,-0.0486321
51,51,1,3.00203,17.7879,-0.474674,0.880161,0.148146,0.698461,-3.16489,0.0491167,-0.0910742
51,51,2,2.86608,17.7145,-0.474674,0.880161,0.148146,0.698164,-3.22428,0.0490958,-0.0910354
51,51,3,2.76188,17.6583,-0.474674,0.880161,0.0790213,0.698474,-3.16233,0.0261994,-0.0485799
52,33,0,4.64566,18.5284,-0.368136,0.929772,0.149098,0.703796,-2.09792,0.0386302,-0.0975653
52,33,1,4.43797,18.4462,-0.368136,0.929772,0.279523,0.702713,-2.31462,0.072311,-0.18263
52,33,2,4.16699,18.3389,-0.368136,0.929772,0.279523,0.702245,-2.40807,0.0722629,-0.182509
52,33,3,3.9593,18.2567,-0.368136,0.929772,0.149098,0.702634,-2.33036,0.0385664,-0.0974042
53,52,0,5.42188,18.7552,-0.273362,0.961911,0.140072,0.704836,-1.88991,0.0269885,-0.0949676
53,52,1,5.22002,18.6979,-0.273362,0.961911,0.262602,0.704019,-2.0533,0.0505384,-0.177835
53,52,2,4.95665,18.623,-0.273362,0.961911,0.262602,0.703887,-2.07971,0.050529,-0.177802
53,52,3,4.75478,18.5656,-0.273362,0.961911,0.140072,0.704516,-1.95401,0.0269763,-0.0949244
54,53,0,6.21298,18.9052,-0.179665,0.983728,0.140087,0.705603,-1.7366,0.0177591,-0.097237
54,53,1,6.00652,18.8675,-0.179665,0.983728,0.262629,0.704929,-1.87129,0.0332623,-0.182122
54,53,2,5.73715,18.8183,-0.179665,0.983728,0.262629,0.704822,-1.89277,0.0332572,-0.182095
54,53,3,5.53068,18.7806,-0.179665,0.983728,0.140087,0.705342,-1.78867,0.0177525,-0.0972011
55,31,0,6.99607,18.9706,-0.0758449,0.99712,0.136473,0.705993,-1.65856,0.00730757,-0.0960714
55,31,1,6.79219,18.9551,-0.0758449,0.99712,0.255854,0.705473,-1.76256,0.0136899,-0.179978
55,31,2,6.52619,18.9349,-0.0758449,0.99712,0.255854,0.70551,-1.75506,0.0136906,-0.179988
55,31,3,6.32232,18.9193,-0.0758449,0.99712,0.136473,0.706099,-1.63737,0.00730867,-0.0960858
56,32,0,7.78052,18.9502,0.0335277,0.999438,0.136541,0.70625,-1.60716,-0.00323314,-0.0963779
56,32,1,7.57607,18.9571,0.0335277,0.999438,0.255982,0.70578,-1.70118,-0.00605734,-0.180565
56,32,2,7.30932,18.966,0.0335277,0.999438,0.255982,0.705888,-1.67964,-0.00605827,-0.180593
56,32,3,7.10487,18.9729,0.0335277,0.999438,0.136541,0.706523,-1.55249,-0.0032344,-0.0964152
57,1,0,8.57213,18.8421,0.142759,0.989758,0.1392,0.70632,-1.59309,-0.014036,-0.097313
57,1,1,8.36572,18.8719,0.142759,0.989758,0.260968,0.705937,-1.66984,-0.0262999,-0.18234
57,1,2,8.09641,18.9107,0.142759,0.989758,0.260968,0.706026,-1.65202,-0.0263032,-0.182363
57,1,3,7.89,18.9405,0.142759,0.989758,0.1392,0.706546,-1.54788,-0.0140405,-0.0973442
58,0,0,9.3482,18.6475,0.250586,0.968094,0.139211,0.706246,-1.60786,-0.0246369,-0.0951805
58,0,1,9.14628,18.6998,0.250586,0.968094,0.260988,0.705898,-1.6775,-0.0461656,-0.178353
58,0,2,8.88285,18.768,0.250586,0.968094,0.260988,0.706028,-1.65163,-0.0461741,-0.178385
58,0,3,8.68093,18.8202,0.250586,0.968094,0.139211,0.706573,-1.54246,-0.0246483,-0.0952245
59,29,0,10.1573,18.3343,0.368424,0.929658,0.151844,0.705993,-1.65846,-0.0394955,-0.0996604
59,29,1,9.94577,18.4181,0.368424,0.929658,0.284672,0.70562,-1.73307,-0.0740055,-0.186741
59,29,2,9.66984,18.5274,0.368424,0.929658,0.284672,0.705844,-1.68841,-0.0740289,-0.1868
59,29,3,9.45835,18.6113,0.368424,0.929658,0.151844,0.706557,-1.54584,-0.039527,-0.0997399
60,28,0,10.9165,17.9039,0.502057,0.864835,0.151914,0.705125,-1.83219,-0.0537796,-0.0926398
60,28,1,10.7197,18.0181,0.502057,0.864835,0.284803,0.704856,-1.88603,-0.100785,-0.173611
60,28,2,10.4629,18.1672,0.502057,0.864835,0.284803,0.705352,-1.7868,-0.100856,-0.173733
60,28,3,10.2661,18.2815,0.502057,0.864835,0.151914,0.706367,-1.58375,-0.0538743,-0.092803
61,9,0,11.3705,17.5695,0.603606,0.797283,0.0941192,0.704085,-2.04012,-0.0399997,-0.0528343
61,9,1,11.2581,17.6546,0.603606,0.797283,0.176451,0.704039,-2.04937,-0.074985,-0.0990453
61,9,2,11.1114,17.7656,0.603606,0.797283,0.176451,0.704685,-1.92011,-0.0750538,-0.0991362
61,9,3,10.999,17.8507,0.603606,0.797283,0.0941192,0.705712,-1.71469,-0.0400921,-0.0529564
62,48,0,12.5114,16.4205,0.754504,0.656296,0.0939679,0.698086,-3.24001,-0.0494937,-0.0430514
62,48,1,12.419,16.5267,0.754504,0.656296,0.176167,0.698456,-3.1659,-0.0928381,-0.0807541
62,48,2,12.2984,16.6653,0.754504,0.656296,0.176167,0.69964,-2.92922,-0.0929954,-0.0808909
62,48,3,12.206,16.7715,0.754504,0.656296,0.0939679,0.701074,-2.64237,-0.0497055,-0.0432357
63,16,0,12.9273,15.8922,0.787489,0.616328,0.118657,0.694308,-3.99555,-0.0648766,-0.0507757
63,16,1,12.8177,16.0322,0.787489,0.616328,0.222453,0.694857,-3.88574,-0.121724,-0.0952676
63,16,2,12.6748,16.2149,0.787489,0.616328,0.222453,0.69656,-3.54505,-0.122023,-0.0955012
63,16,3,12.5652,16.3548,0.787489,0.616328,0.118657,0.698601,-3.1369,-0.0652778,-0.0510897
64,15,0,14.0774,14.2011,0.840547,0.541739,0.118566,0.676106,-7.63594,-0.0673811,-0.0434276
64,15,1,13.9811,14.3504,0.840547,0.541739,0.222284,0.677601,-7.33693,-0.126603,-0.0815965
64,15,2,13.8556,14.5453,0.840547,0.541739,0.222284,0.680314,-6.79438,-0.12711,-0.0819231
64,15,3,13.7593,14.6946,0.840547,0.541739,0.118566,0.682965,-6.26407,-0.0680647,-0.0438682
65,38,0,14.4775,13.5593,0.849152,0.528148,0.132526,0.667289,-9.39943,-0.0750931,-0.0467057
65,38,1,14.3726,13.7279,0.849152,0.528148,0.248455,0.669258,-9.00549,-0.141197,-0.0878206
65,38,2,14.2358,13.9478,0.849152,0.528148,0.248455,0.672536,-8.34995,-0.141889,-0.0882507
65,38,3,14.1309,14.1164,0.849152,0.528148,0.132526,0.675576,-7.74204,-0.0760257,-0.0472858
66,3,0,15.6433,11.5932,0.863701,0.504005,0.132518,0.631864,-16.4844,-0.0723203,-0.0422019
66,3,1,15.5433,11.7647,0.863701,0.504005,0.248439,0.635061,-15.845,-0.136269,-0.0795188
66,3,2,15.4127,11.9884,0.863701,0.504005,0.248439,0.639601,-14.937,-0.137244,-0.0800873
66,3,3,15.3126,12.1599,0.863701,0.504005,0.132518,0.643356,-14.1859,-0.0736357,-0.0429695
67,13,0,16.037,10.9147,0.865057,0.501673,0.136722,0.61802,-19.2531,-0.0730949,-0.04239
67,13,1,15.9342,11.0919,0.865057,0.501673,0.256322,0.621438,-18.5696,-0.137793,-0.0799105
67,13,2,15.8001,11.3231,0.865057,0.501673,0.256322,0.626285,-17.6001,-0.138868,-0.0805339
67,13,3,15.6974,11.5003,0.865057,0.501673,0.136722,0.630292,-16.7988,-0.0745462,-0.0432317
68,37,0,17.4234,8.48974,0.871795,0.489871,0.0711166,0.573674,-28.1222,-0.0355673,-0.0199856
68,37,1,17.3712,8.58263,0.871795,0.489871,0.133327,0.574692,-27.9187,-0.0667986,-0.0375348
68,37,2,17.3031,8.70382,0.871795,0.489871,0.133327,0.576671,-27.523,-0.0670285,-0.037664
68,37,3,17.2509,8.7967,0.871795,0.489871,0.0711166,0.578682,-27.1207,-0.0358778,-0.0201601
69,78,0,17.2236,8.84521,0.870378,0.492385,0.0683616,0.579086,-27.04,-0.0344559,-0.0194922
69,78,1,17.1731,8.93435,0.870378,0.492385,0.128162,0.580311,-26.795,-0.0647332,-0.0366204
69,78,2,17.1073,9.05066,0.870378,0.492385,0.128162,0.582395,-26.3782,-0.0649657,-0.036752
69,78,3,17.0569,9.1398,0.870378,0.492385,0.0683616,0.584362,-25.9848,-0.0347698,-0.0196697
70,88,0,0.365169,1.36206,0.909533,-0.415631,0.104778,0.65165,-12.5271,-0.0621015,0.0283787
70,88,1,0.430414,1.50484,0.909533,-0.415631,0.196433,0.654448,-11.9676,-0.116925,0.0534316
70,88,2,0.51554,1.69112,0.909533,-0.415631,0.196433,0.65431,-11.9952,-0.116901,0.0534204
70,88,3,0.580785,1.8339,0.909533,-0.415631,0.104778,0.651291,-12.5989,-0.0620673,0.028363
71,8,0,0.613309,1.90228,0.894787,-0.446493,0.0849392,0.649138,-13.0295,-0.0493361,0.0246184
71,8,1,0.670128,2.01615,0.894787,-0.446493,0.159241,0.650796,-12.6979,-0.0927297,0.0462716
71,8,2,0.744261,2.16471,0.894787,-0.446493,0.159241,0.650204,-12.8163,-0.0926454,0.0462295
71,8,3,0.801079,2.27858,0.894787,-0.446493,0.0849392,0.647617,-13.3338,-0.0492205,0.0245607
72,49,0,0.187678,17.3431,0.900991,0.433838,0.0623341,0.70478,-1.90112,-0.0395822,-0.0190593
72,49,1,0.147162,17.4273,0.900991,0.433838,0.116862,0.703707,-2.11572,-0.0740942,-0.0356772
72,49,2,0.0943004,17.5371,0.900991,0.433838,0.116862,0.698349,-3.18733,-0.07353,-0.0354056
72,49,3,0.0537849,17.6212,0.900991,0.433838,0.0623341,0.690794,-4.69832,-0.0387967,-0.0186811
73,67,0,0.460256,17.0617,0.703371,0.710823,0.0688334,0.714124,-0.03244,-0.0345746,-0.0349409
73,67,1,0.386951,17.1342,0.703371,0.710823,0.129046,0.714182,-0.0206649,-0.0648245,-0.0655113
73,67,2,0.29131,17.2288,0.703371,0.710823,0.129046,0.712682,-0.320776,-0.0646883,-0.0653737
73,67,3,0.218005,17.3014,0.703371,0.710823,0.0688334,0.710101,-0.836909,-0.0343799,-0.0347441
74,71,0,1.18402,16.8529,0.0776983,0.996977,0.0643559,0.686594,-5.5384,-0.00343321,-0.0440528
74,71,1,1.0879,16.8604,0.0776983,0.996977,0.120652,0.693398,-4.17751,-0.00650024,-0.083407
74,71,2,0.962478,16.8701,0.0776983,0.996977,0.120652,0.696104,-3.63632,-0.0065256,-0.0837325
74,71,3,0.866352,16.8776,0.0776983,0.996977,0.0643559,0.69365,-4.12719,-0.00346849,-0.0445055
75,68,0,0.815677,16.8909,0.410991,0.911639,0.0688641,0.7029,-2.2771,-0.0198939,-0.0441275
75,68,1,0.721622,16.9333,0.410991,0.911639,0.129104,0.707398,-1.37762,-0.0375349,-0.083258
75,68,2,0.598905,16.9886,0.410991,0.911639,0.129104,0.711148,-0.627611,-0.0377339,-0.0836993
75,68,3,0.50485,17.031,0.410991,0.911639,0.0688641,0.712594,-0.338264,-0.0201683,-0.0447361
76,63,0,18.0839,-9.07333,-0.967731,-0.251986,0.0671643,0.493644,-44.1283,0.0320854,0.00835467
76,63,1,18.1093,-9.17071,-0.967731,-0.251986,0.125917,0.496192,-43.6188,0.0604629,0.0157439
76,63,2,18.1424,-9.29776,-0.967731,-0.251986,0.125917,0.497891,-43.2789,0.06067,0.0157978
76,63,3,18.1677,-9.39514,-0.967731,-0.251986,0.0671643,0.497954,-43.2664,0.0323655,0.0084276
77,26,0,17.9849,-8.70009,-0.966478,-0.256751,0.0671621,0.489977,-44.8617,0.0318047,0.00844914
77,26,1,18.0107,-8.79734,-0.966478,-0.256751,0.125913,0.492321,-44.393,0.0599115,0.0159159
77,26,2,18.0445,-8.92422,-0.966478,-0.256751,0.125913,0.493869,-44.0833,0.0601,0.015966
77,26,3,18.0703,-9.02147,-0.966478,-0.256751,0.0671621,0.493904,-44.0764,0.0320596,0.00851685
78,104,0,18.2123,7.05702,0.878682,0.477408,0.0711164,0.55884,-31.0892,-0.0349212,-0.0189735
78,104,1,18.1614,7.15065,0.878682,0.477408,0.133326,0.558783,-31.1005,-0.0654623,-0.0355671
78,104,2,18.095,7.27279,0.878682,0.477408,0.133326,0.559682,-30.9208,-0.0655676,-0.0356243
78,104,3,18.0442,7.36641,0.878682,0.477408,0.0711164,0.561114,-30.6344,-0.0350633,-0.0190507
79,97,0,18.017,7.41626,0.876928,0.480621,0.0711169,0.560969,-30.6633,-0.0349845,-0.0191741
79,97,1,17.9657,7.50969,0.876928,0.480621,0.133327,0.561326,-30.5918,-0.0656294,-0.0359697
79,97,2,17.8989,7.6316,0.876928,0.480621,0.133327,0.562634,-30.3304,-0.0657823,-0.0360535
79,97,3,17.8477,7.72503,0.876928,0.480621,0.0711169,0.564278,-30.0016,-0.0351909,-0.0192872
80,17,0,1.94917,4.09374,0.781354,-0.624088,0.105933,0.628304,-17.1964,-0.0520056,0.0415382
80,17,1,2.04821,4.21775,0.781354,-0.624088,0.1986,0.632738,-16.3096,-0.0981861,0.0784238
80,17,2,2.17744,4.37954,0.781354,-0.624088,0.1986,0.632477,-16.3617,-0.0981457,0.0783915
80,17,3,2.27649,4.50355,0.781354,-0.624088,0.105933,0.627624,-17.3323,-0.0519493,0.0414933
81,62,0,2.33093,4.56825,0.748573,-0.663052,0.105944,0.624217,-18.0137,-0.0495048,0.0438491
81,62,1,2.43617,4.68707,0.748573,-0.663052,0.19862,0.62916,-17.0251,-0.0935446,0.0828576
81,62,2,2.57348,4.84209,0.748573,-0.663052,0.19862,0.628969,-17.0633,-0.0935162,0.0828324
81,62,3,2.67873,4.96091,0.748573,-0.663052,0.105944,0.623713,-18.1146,-0.0494648,0.0438136
82,83,0,3.52926,5.78883,0.64323,-0.765673,0.0871847,0.612406,-20.376,-0.0343436,0.0408811
82,83,1,3.62928,5.87285,0.64323,-0.765673,0.163451,0.617306,-19.3959,-0.0649013,0.0772557
82,83,2,3.75976,5.98247,0.64323,-0.765673,0.163451,0.617545,-19.3482,-0.0649264,0.0772856
82,83,3,3.85978,6.06648,0.64323,-0.765673,0.0871847,0.612982,-20.2608,-0.0343759,0.0409196
83,84,0,3.91416,6.10992,0.604581,-0.796544,0.087214,0.607881,-21.281,-0.0320523,0.0422294
83,84,1,4.01824,6.18892,0.604581,-0.796544,0.163506,0.61282,-20.2932,-0.0605787,0.0798133
83,84,2,4.15403,6.29199,0.604581,-0.796544,0.163506,0.613075,-20.2422,-0.0606038,0.0798465
83,84,3,4.25811,6.37098,0.604581,-0.796544,0.087214,0.60853,-21.1512,-0.0320865,0.0422745
