meshfile,resultsfile,residualfile,cellresfile,dg_resultsfile,dg_p_order,dg_ndof,rho_min,rho_max,p_min,p_max,mach_min,mach_max,entropy_min,entropy_max,residual_initial,residual_final,residual_points,cell_residual_min,cell_residual_max,c_x,c_y,case,output_dir
grids/8k.gri,data_steady/steady_8k_p1_results.bin,data_steady/steady_8k_p1_residual.bin,data_steady/steady_8k_p1_cell_res.bin,data_steady/steady_8k_p1_results_dg.bin,1,3,0.7264281123429245,0.9993897333115852,0.4599163398398466,0.7138101222423716,0.017123986111118487,0.8124147861980742,-0.3375310964085338,-0.328468493185388,30.492984086148184,0.009608224792878609,212347,4.8537551186770864e-08,7.277630099785285e-06,0.8660183576295067,0.7559908052208202,steady_8k_p1,report_figures\02_processed_cases\steady_8k_p1
