meshfile,resultsfile,residualfile,cellresfile,dg_resultsfile,dg_p_order,dg_ndof,rho_min,rho_max,p_min,p_max,mach_min,mach_max,entropy_min,entropy_max,residual_initial,residual_final,residual_points,cell_residual_min,cell_residual_max,c_x,c_y,case,output_dir
grids/2k.gri,data_steady/steady_2k_p1_results.bin,data_steady/steady_2k_p1_residual.bin,data_steady/steady_2k_p1_cell_res.bin,data_steady/steady_2k_p1_results_dg.bin,1,3,0.7223299618297601,0.9974542219923284,0.4601208884002888,0.7122429300609665,0.04837002744321131,0.8086303347404358,-0.3389645677132878,-0.3194731711639622,30.49299044816298,0.00030487420050703763,126601,6.522536098469561e-09,6.324950384984512e-07,0.8656575415887229,0.7549957089260887,steady_2k_p1,report_figures\02_processed_cases\steady_2k_p1
