meshfile,resultsfile,residualfile,cellresfile,dg_resultsfile,dg_p_order,dg_ndof,rho_min,rho_max,p_min,p_max,mach_min,mach_max,entropy_min,entropy_max,residual_initial,residual_final,residual_points,cell_residual_min,cell_residual_max,c_x,c_y,case,output_dir
grids/8k.gri,data_steady/steady_8k_p0_results.bin,data_steady/steady_8k_p0_residual.bin,data_steady/steady_8k_p0_cell_res.bin,data_steady/steady_8k_p0_results_dg.bin,0,1,0.7261514277261516,0.998671250827757,0.4612715720973955,0.7156725906011983,0.00440233140373977,0.7695707944291104,-0.33647223661066983,-0.32520066298944106,30.492984086148184,0.000304815948660491,12347,1.8265495591723857e-09,1.3479691027273866e-07,0.8734631341615386,0.7241208414683461,steady_8k_p0,report_figures\02_processed_cases\steady_8k_p0
