meshfile,resultsfile,residualfile,cellresfile,dg_resultsfile,dg_p_order,dg_ndof,rho_min,rho_max,p_min,p_max,mach_min,mach_max,entropy_min,entropy_max,residual_initial,residual_final,residual_points,cell_residual_min,cell_residual_max,c_x,c_y,case,output_dir
grids/2k.gri,data_steady/steady_2k_p2_results.bin,data_steady/steady_2k_p2_residual.bin,data_steady/steady_2k_p2_cell_res.bin,data_steady/steady_2k_p2_results_dg.bin,2,6,0.721406302625467,0.9974504257772422,0.4586566378965995,0.712375316322853,0.04744664534522095,0.8182842562285694,-0.33918892613352997,-0.31962292008177706,30.49299044816298,0.0003049090360774729,136872,8.175626344247802e-09,6.744124925407088e-07,0.8651919270081352,0.7570379667845827,steady_2k_p2,report_figures\02_processed_cases\steady_2k_p2
